epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,233.705,1.16995,0.64918,1.06244,0.83631,0.79713,0.8077,0.49468,1.30048,0.65723,1.19315,0.000668593,0.000668593,0.000668593
45,239.157,1.19547,0.64496,1.06755,0.82171,0.7772,0.7947,0.50629,1.26575,0.67516,1.18223,0.000650909,0.000650909,0.000650909
46,244.369,1.18767,0.63906,1.07682,0.8045,0.78183,0.7945,0.50964,1.26941,0.66433,1.18273,0.000633226,0.000633226,0.000633226
47,250.124,1.16498,0.63037,1.06637,0.79844,0.79669,0.79699,0.50901,1.30331,0.66221,1.20657,0.000615542,0.000615542,0.000615542
48,255.954,1.15149,0.6187,1.06249,0.83357,0.78604,0.80756,0.48815,1.37347,0.69593,1.24238,0.000597858,0.000597858,0.000597858
49,261.472,1.14402,0.62041,1.04974,0.83249,0.74598,0.80722,0.51006,1.30036,0.69024,1.19732,0.000580174,0.000580174,0.000580174
50,267.329,1.14712,0.62583,1.06027,0.84144,0.77326,0.81978,0.5148,1.29406,0.65722,1.19964,0.00056249,0.00056249,0.00056249
51,273.244,1.1421,0.60977,1.05985,0.78726,0.79291,0.80341,0.50419,1.34243,0.65852,1.22481,0.000544806,0.000544806,0.000544806
52,278.712,1.11622,0.60024,1.04517,0.83973,0.74757,0.80022,0.50229,1.38021,0.66918,1.24389,0.000527122,0.000527122,0.000527122
53,284.255,1.10792,0.59031,1.03877,0.82194,0.78226,0.8016,0.4985,1.32596,0.67173,1.21367,0.000509438,0.000509438,0.000509438
54,290.014,1.08258,0.58265,1.03453,0.82249,0.76424,0.77562,0.49245,1.28548,0.69683,1.1939,0.000491755,0.000491755,0.000491755
55,295.318,1.0968,0.57926,1.03807,0.86225,0.75497,0.80115,0.48913,1.38135,0.67657,1.23931,0.000474071,0.000474071,0.000474071
56,301.292,1.11362,0.57832,1.03507,0.82307,0.79269,0.80831,0.50876,1.31439,0.67929,1.22055,0.000456387,0.000456387,0.000456387
57,306.835,1.11157,0.58115,1.04421,0.82884,0.75628,0.8007,0.50801,1.27131,0.66123,1.19711,0.000438703,0.000438703,0.000438703
58,312.5,1.07544,0.56789,1.03877,0.79496,0.76792,0.80803,0.50343,1.32565,0.66492,1.22055,0.000421019,0.000421019,0.000421019
59,318.273,1.07032,0.56214,1.03411,0.8518,0.73426,0.81891,0.51824,1.34759,0.66885,1.23684,0.000403335,0.000403335,0.000403335
60,324.134,1.06882,0.56621,1.03073,0.83295,0.74909,0.78821,0.50033,1.3157,0.69092,1.21575,0.000385651,0.000385651,0.000385651
61,329.765,1.07861,0.57229,1.0298,0.84094,0.72185,0.78008,0.48796,1.32344,0.69058,1.22566,0.000367967,0.000367967,0.000367967
62,335.693,1.04213,0.55583,1.0211,0.8596,0.77343,0.79649,0.50351,1.30153,0.6891,1.21076,0.000350284,0.000350284,0.000350284
63,341.834,1.04972,0.55267,1.01776,0.84586,0.75747,0.80206,0.50593,1.28018,0.65656,1.19604,0.0003326,0.0003326,0.0003326
64,347.737,1.04158,0.54408,1.01705,0.84677,0.73736,0.78926,0.49951,1.32808,0.67865,1.22789,0.000314916,0.000314916,0.000314916
65,353.273,1.02135,0.53367,1.0097,0.83568,0.74436,0.78257,0.4843,1.33433,0.6636,1.22891,0.000297232,0.000297232,0.000297232
66,359.034,1.01572,0.52726,1.01262,0.84841,0.7449,0.78117,0.50694,1.3113,0.66853,1.21151,0.000279548,0.000279548,0.000279548
67,365.211,1.01882,0.53785,1.00241,0.85004,0.76665,0.79554,0.50524,1.2955,0.66929,1.20904,0.000261864,0.000261864,0.000261864
68,371.14,1.01472,0.53731,1.00141,0.84879,0.75841,0.79107,0.50589,1.28119,0.65797,1.19789,0.00024418,0.00024418,0.00024418
69,376.65,1.00873,0.52768,0.98892,0.83065,0.76266,0.7998,0.50232,1.32114,0.6749,1.2282,0.000226497,0.000226497,0.000226497
70,382.486,0.99633,0.51472,0.99945,0.84273,0.762,0.79732,0.50638,1.30745,0.66631,1.21543,0.000208813,0.000208813,0.000208813
71,390.218,0.99075,0.49118,1.00885,0.86219,0.75913,0.78873,0.48381,1.39099,0.68514,1.27291,0.000191129,0.000191129,0.000191129
72,396.194,0.97138,0.4762,0.99852,0.81035,0.76628,0.79512,0.49417,1.35846,0.68313,1.25753,0.000173445,0.000173445,0.000173445
73,401.802,0.95016,0.46657,0.99149,0.78695,0.77013,0.78089,0.49266,1.34481,0.66227,1.24692,0.000155761,0.000155761,0.000155761
74,407.215,0.9405,0.4545,0.97598,0.83293,0.71824,0.7915,0.50309,1.32828,0.65659,1.2354,0.000138077,0.000138077,0.000138077
75,413.661,0.91931,0.45159,0.97961,0.85659,0.73581,0.7871,0.5058,1.32894,0.66481,1.23861,0.000120393,0.000120393,0.000120393
76,419.273,0.90632,0.44519,0.96963,0.82807,0.73296,0.77857,0.5038,1.30234,0.67098,1.22264,0.000102709,0.000102709,0.000102709
77,425.269,0.89188,0.4359,0.96336,0.85542,0.71139,0.77596,0.49613,1.31598,0.67577,1.23448,8.50255e-05,8.50255e-05,8.50255e-05
78,431.033,0.91446,0.44747,0.9675,0.84442,0.72323,0.77934,0.49428,1.32945,0.67556,1.24619,6.73416e-05,6.73416e-05,6.73416e-05
79,436.737,0.88743,0.43501,0.96614,0.85254,0.72755,0.78804,0.49748,1.3245,0.66909,1.24398,4.96578e-05,4.96578e-05,4.96578e-05
80,442.57,0.88664,0.43163,0.96518,0.83952,0.72719,0.78361,0.50437,1.30285,0.67463,1.23225,3.19739e-05,3.19739e-05,3.19739e-05
