epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,760.739,1.29067,0.9961,1.20206,0.66514,0.704,0.72568,0.45214,1.1517,0.97911,1.16333,0.00119911,0.00119911,0.00119911
15,781.835,1.29598,0.99706,1.18955,0.62419,0.70884,0.70469,0.44575,1.1506,1.05821,1.15459,0.00118143,0.00118143,0.00118143
16,803.625,1.25405,0.94635,1.18091,0.67473,0.69504,0.72437,0.45022,1.14485,0.95738,1.14986,0.00116374,0.00116374,0.00116374
17,826.326,1.26134,0.96675,1.18263,0.64008,0.7152,0.70357,0.43927,1.16391,0.96373,1.16279,0.00114606,0.00114606,0.00114606
18,847.061,1.25054,0.93418,1.17795,0.66156,0.72516,0.73514,0.45934,1.1209,0.9263,1.14788,0.00112837,0.00112837,0.00112837
19,873.529,1.23206,0.9256,1.17086,0.63313,0.73863,0.71973,0.45842,1.12054,0.90281,1.14924,0.00111069,0.00111069,0.00111069
20,929.57,1.23469,0.91256,1.16562,0.60113,0.7603,0.71584,0.4488,1.15984,1.00066,1.16702,0.00109301,0.00109301,0.00109301
21,983.309,1.22929,0.91736,1.17806,0.64899,0.74841,0.7376,0.4689,1.14063,0.91411,1.14296,0.00107532,0.00107532,0.00107532
22,1022.08,1.22819,0.89885,1.16446,0.65209,0.72041,0.72898,0.46256,1.12353,0.92911,1.14703,0.00105764,0.00105764,0.00105764
23,1043.23,1.21699,0.89204,1.16101,0.65607,0.72985,0.73418,0.46929,1.11884,0.88478,1.15087,0.00103995,0.00103995,0.00103995
24,1064.02,1.20066,0.89042,1.15546,0.67444,0.74803,0.77364,0.49243,1.11596,0.90665,1.14039,0.00102227,0.00102227,0.00102227
25,1086.23,1.19932,0.86954,1.15055,0.66959,0.68791,0.72885,0.4592,1.13872,0.90037,1.16285,0.00100459,0.00100459,0.00100459
26,1108.1,1.20117,0.85541,1.15096,0.66044,0.7488,0.75957,0.4843,1.13133,0.903,1.14664,0.000986903,0.000986903,0.000986903
27,1129.55,1.18141,0.84236,1.13864,0.6628,0.75942,0.76603,0.48669,1.10469,0.86791,1.14442,0.000969219,0.000969219,0.000969219
28,1151.22,1.16403,0.82148,1.13355,0.68158,0.75827,0.77174,0.47929,1.14459,0.86736,1.15569,0.000951535,0.000951535,0.000951535
29,1173.19,1.1574,0.83548,1.14073,0.64818,0.78572,0.73348,0.47022,1.11872,0.88361,1.13404,0.000933851,0.000933851,0.000933851
30,1195.6,1.16821,0.82255,1.12736,0.66667,0.75679,0.76406,0.49971,1.1022,0.88094,1.1271,0.000916168,0.000916168,0.000916168
31,1217.14,1.16289,0.80606,1.13123,0.68324,0.76484,0.76569,0.48767,1.12483,0.8741,1.14765,0.000898484,0.000898484,0.000898484
32,1238.68,1.16118,0.80957,1.12593,0.70173,0.71105,0.76899,0.50185,1.08718,0.84254,1.13011,0.0008808,0.0008808,0.0008808
33,1260.83,1.14771,0.79833,1.12324,0.66401,0.76921,0.7576,0.49855,1.0767,0.87264,1.12685,0.000863116,0.000863116,0.000863116
34,1282.34,1.15548,0.80383,1.1268,0.72283,0.73488,0.77546,0.50453,1.07803,0.85257,1.12212,0.000845432,0.000845432,0.000845432
35,1304.81,1.13186,0.79139,1.11889,0.70116,0.75528,0.78282,0.50981,1.0776,0.82666,1.12462,0.000827748,0.000827748,0.000827748
36,1327.38,1.13735,0.77592,1.11305,0.67947,0.78978,0.78766,0.51272,1.10445,0.84487,1.13726,0.000810064,0.000810064,0.000810064
37,1348.57,1.12727,0.76261,1.11188,0.69832,0.72327,0.7601,0.4903,1.10034,0.84045,1.13424,0.00079238,0.00079238,0.00079238
38,1368.28,1.11342,0.75821,1.10185,0.75555,0.68285,0.77729,0.498,1.08569,0.84965,1.12146,0.000774697,0.000774697,0.000774697
39,1388.72,1.11937,0.74677,1.1006,0.73108,0.755,0.79869,0.52381,1.08665,0.80186,1.13055,0.000757013,0.000757013,0.000757013
40,1409.93,1.10291,0.75509,1.10523,0.70856,0.75423,0.78782,0.51686,1.06693,0.82168,1.11987,0.000739329,0.000739329,0.000739329
41,1431.51,1.11395,0.75742,1.10894,0.70622,0.76942,0.78106,0.51427,1.05715,0.80544,1.10723,0.000721645,0.000721645,0.000721645
42,1452.24,1.0924,0.73554,1.08877,0.70484,0.77627,0.79055,0.5241,1.07172,0.76245,1.10508,0.000703961,0.000703961,0.000703961
43,1473.86,1.09099,0.7259,1.08789,0.71696,0.77086,0.77564,0.5158,1.06042,0.77784,1.10829,0.000686277,0.000686277,0.000686277
44,1495.43,1.08337,0.72118,1.09239,0.73433,0.75635,0.77212,0.51055,1.069,0.79378,1.10829,0.000668593,0.000668593,0.000668593
45,1516.88,1.08321,0.71916,1.08668,0.70561,0.77999,0.78223,0.52291,1.04086,0.78548,1.09737,0.000650909,0.000650909,0.000650909
46,1537.74,1.06139,0.70032,1.07818,0.76904,0.75221,0.8024,0.52758,1.05613,0.78747,1.11169,0.000633226,0.000633226,0.000633226
47,1558.98,1.06939,0.69775,1.06992,0.73455,0.78149,0.79514,0.53842,1.0343,0.76897,1.09839,0.000615542,0.000615542,0.000615542
48,1580.35,1.06304,0.69886,1.08369,0.67014,0.81386,0.7601,0.51536,1.03519,0.78252,1.09366,0.000597858,0.000597858,0.000597858
49,1600.39,1.02838,0.68761,1.06155,0.74821,0.78349,0.80953,0.53904,1.0381,0.75784,1.10021,0.000580174,0.000580174,0.000580174
50,1621.54,1.06403,0.69504,1.08167,0.76421,0.71913,0.81723,0.54178,1.03675,0.7692,1.10118,0.00056249,0.00056249,0.00056249
51,1642.57,1.02289,0.67879,1.06261,0.7085,0.77688,0.80816,0.54445,1.02547,0.78053,1.09493,0.000544806,0.000544806,0.000544806
52,1662.42,1.03361,0.68729,1.06912,0.75423,0.76845,0.80422,0.53483,1.04687,0.76534,1.1032,0.000527122,0.000527122,0.000527122
53,1683.78,1.0469,0.6892,1.07323,0.72461,0.7618,0.78634,0.52709,1.03227,0.79806,1.0957,0.000509438,0.000509438,0.000509438
54,1730.87,1.03129,0.68174,1.07081,0.6652,0.81981,0.77219,0.52298,1.02977,0.80443,1.09783,0.000491755,0.000491755,0.000491755
55,1752.01,1.01359,0.65483,1.05649,0.72,0.75235,0.78775,0.52827,1.03018,0.76723,1.0962,0.000474071,0.000474071,0.000474071
56,1773.23,0.99633,0.65438,1.05843,0.71104,0.79491,0.78599,0.53134,1.0351,0.79105,1.09377,0.000456387,0.000456387,0.000456387
57,1795.06,1.01123,0.65218,1.05835,0.75471,0.7189,0.78494,0.52472,1.05527,0.79262,1.10737,0.000438703,0.000438703,0.000438703
58,1816.62,1.00381,0.66005,1.05476,0.71046,0.80471,0.77665,0.52861,1.01329,0.77878,1.08328,0.000421019,0.000421019,0.000421019
59,1838.46,1.00118,0.6486,1.0465,0.73498,0.78146,0.77923,0.52882,1.01176,0.75607,1.08393,0.000403335,0.000403335,0.000403335
60,1859.86,0.98544,0.64209,1.04209,0.68774,0.81012,0.77388,0.52837,1.01902,0.77283,1.08244,0.000385651,0.000385651,0.000385651
61,1879.4,0.97107,0.64682,1.04522,0.74539,0.77682,0.78801,0.53644,1.01176,0.75551,1.08206,0.000367967,0.000367967,0.000367967
62,1899.31,0.97596,0.63329,1.04287,0.71233,0.81132,0.75274,0.51926,1.00329,0.77072,1.07844,0.000350284,0.000350284,0.000350284
63,1919.08,0.98162,0.63762,1.04192,0.73541,0.77748,0.77126,0.52482,1.01367,0.76599,1.08252,0.0003326,0.0003326,0.0003326
64,1939.1,0.96491,0.62322,1.03765,0.71149,0.80178,0.77621,0.53568,0.98999,0.74136,1.07196,0.000314916,0.000314916,0.000314916
65,1960.43,0.96143,0.63424,1.03848,0.71796,0.78501,0.75195,0.52108,0.99089,0.75904,1.07072,0.000297232,0.000297232,0.000297232
66,1981.29,0.96101,0.61675,1.03119,0.73967,0.75444,0.77168,0.53756,0.98368,0.75265,1.06446,0.000279548,0.000279548,0.000279548
67,2001.42,0.95308,0.61013,1.02706,0.69842,0.81765,0.79042,0.54322,0.99145,0.75271,1.06487,0.000261864,0.000261864,0.000261864
68,2020.77,0.94456,0.60958,1.02522,0.74726,0.77678,0.7571,0.52189,0.98958,0.75399,1.06477,0.00024418,0.00024418,0.00024418
69,2041.12,0.93275,0.60387,1.0254,0.7857,0.73813,0.80326,0.5483,0.98786,0.73192,1.07006,0.000226497,0.000226497,0.000226497
70,2061.38,0.92458,0.59315,1.02317,0.71498,0.79072,0.77767,0.53864,0.98078,0.74911,1.06294,0.000208813,0.000208813,0.000208813
71,2080.92,0.89504,0.54243,1.00166,0.69946,0.79945,0.76123,0.52849,0.98317,0.76708,1.06344,0.000191129,0.000191129,0.000191129
72,2099.58,0.87515,0.52756,0.98954,0.74049,0.7829,0.77423,0.5368,0.9743,0.75031,1.06048,0.000173445,0.000173445,0.000173445
73,2117.97,0.87348,0.52262,0.99415,0.72822,0.78605,0.75062,0.52488,0.97,0.74895,1.06139,0.000155761,0.000155761,0.000155761
74,2136.43,0.86736,0.53544,0.99371,0.71915,0.81462,0.76195,0.53292,0.97328,0.72792,1.06398,0.000138077,0.000138077,0.000138077
75,2155.03,0.85853,0.51814,0.98343,0.75547,0.75982,0.7645,0.53319,0.97116,0.75789,1.06227,0.000120393,0.000120393,0.000120393
76,2173.73,0.84355,0.52343,0.97389,0.70322,0.81878,0.76117,0.53316,0.96246,0.75502,1.05765,0.000102709,0.000102709,0.000102709
77,2192.41,0.83896,0.50899,0.97706,0.74118,0.77676,0.76836,0.53946,0.96404,0.74989,1.05704,8.50255e-05,8.50255e-05,8.50255e-05
78,2210.98,0.84304,0.51267,0.97582,0.76331,0.75546,0.77089,0.5396,0.96131,0.75016,1.05878,6.73416e-05,6.73416e-05,6.73416e-05
79,2229.49,0.83259,0.51074,0.97491,0.6839,0.84868,0.7744,0.54353,0.95857,0.74923,1.0564,4.96578e-05,4.96578e-05,4.96578e-05
80,2248.07,0.82578,0.50224,0.96952,0.74643,0.77382,0.77308,0.54396,0.95817,0.74557,1.05514,3.19739e-05,3.19739e-05,3.19739e-05
