epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,826.276,1.24307,0.90135,1.17341,0.70085,0.69857,0.74053,0.45245,1.21326,0.8672,1.14776,0.00111069,0.00111069,0.00111069
20,847.771,1.22533,0.88015,1.16999,0.70366,0.71139,0.75925,0.45283,1.2372,0.89562,1.1651,0.00109301,0.00109301,0.00109301
21,869.349,1.21844,0.86971,1.16108,0.659,0.76203,0.75383,0.468,1.20171,0.87346,1.14668,0.00107532,0.00107532,0.00107532
22,890.903,1.21197,0.88247,1.15722,0.7205,0.68556,0.75094,0.45809,1.208,0.87643,1.14656,0.00105764,0.00105764,0.00105764
23,912.387,1.22296,0.87889,1.16138,0.68674,0.72965,0.76547,0.48817,1.13816,0.81149,1.11406,0.00103995,0.00103995,0.00103995
24,933.943,1.19418,0.83052,1.14648,0.67567,0.75391,0.75649,0.47678,1.16324,0.86798,1.12952,0.00102227,0.00102227,0.00102227
25,955.533,1.19841,0.85193,1.14592,0.70478,0.69755,0.75168,0.46528,1.19181,0.85251,1.14481,0.00100459,0.00100459,0.00100459
26,977.146,1.18069,0.83273,1.14276,0.67664,0.72809,0.74562,0.46787,1.20097,0.87318,1.1588,0.000986903,0.000986903,0.000986903
27,998.735,1.18364,0.81619,1.14603,0.65214,0.73556,0.73754,0.45454,1.18309,0.86756,1.13695,0.000969219,0.000969219,0.000969219
28,1020.39,1.17729,0.81597,1.13198,0.69398,0.75517,0.75172,0.48372,1.1459,0.8342,1.11635,0.000951535,0.000951535,0.000951535
29,1042.06,1.16814,0.80677,1.1323,0.70352,0.74604,0.76673,0.48107,1.13062,0.79781,1.11957,0.000933851,0.000933851,0.000933851
30,1063.8,1.16429,0.79588,1.13873,0.69887,0.72773,0.75133,0.47001,1.2391,0.90785,1.16224,0.000916168,0.000916168,0.000916168
31,1085.63,1.13084,0.78955,1.11854,0.708,0.72571,0.76564,0.49654,1.13787,0.87287,1.11361,0.000898484,0.000898484,0.000898484
32,1107.56,1.15687,0.78585,1.1255,0.63923,0.81662,0.74131,0.47966,1.15943,0.80632,1.11973,0.0008808,0.0008808,0.0008808
33,1129.57,1.14163,0.77294,1.11296,0.7132,0.74007,0.77442,0.48378,1.23151,0.81053,1.16377,0.000863116,0.000863116,0.000863116
34,1151.37,1.13317,0.76959,1.10977,0.65971,0.78701,0.75912,0.48674,1.1761,0.82635,1.1323,0.000845432,0.000845432,0.000845432
35,1173.3,1.1386,0.75995,1.11136,0.72423,0.73022,0.78855,0.49761,1.16392,0.77255,1.12181,0.000827748,0.000827748,0.000827748
36,1195.03,1.13905,0.77161,1.11254,0.76249,0.68877,0.79069,0.50045,1.15121,0.806,1.11701,0.000810064,0.000810064,0.000810064
37,1216.89,1.11977,0.75354,1.10576,0.73662,0.71071,0.78535,0.50054,1.13903,0.79344,1.11104,0.00079238,0.00079238,0.00079238
38,1238.67,1.10276,0.72851,1.10095,0.74282,0.70342,0.78923,0.49812,1.15858,0.81122,1.11082,0.000774697,0.000774697,0.000774697
39,1260.57,1.10629,0.73755,1.09453,0.68577,0.78556,0.74642,0.48374,1.14499,0.79162,1.10376,0.000757013,0.000757013,0.000757013
40,1282.86,1.08491,0.71324,1.09579,0.70909,0.76962,0.78285,0.5074,1.12194,0.7715,1.09979,0.000739329,0.000739329,0.000739329
41,1305.05,1.08997,0.72007,1.09263,0.72765,0.74141,0.77152,0.49366,1.16991,0.80482,1.12195,0.000721645,0.000721645,0.000721645
42,1327.33,1.08737,0.71652,1.09517,0.75136,0.72007,0.79755,0.50842,1.18152,0.76928,1.12373,0.000703961,0.000703961,0.000703961
43,1349.35,1.07277,0.70648,1.09411,0.83915,0.68572,0.8071,0.51969,1.11658,0.74162,1.09044,0.000686277,0.000686277,0.000686277
44,1371.44,1.08142,0.71782,1.08796,0.68333,0.81373,0.79901,0.5193,1.15214,0.75867,1.11327,0.000668593,0.000668593,0.000668593
45,1393.58,1.07466,0.70969,1.08372,0.68179,0.80473,0.77064,0.51193,1.13383,0.77197,1.1069,0.000650909,0.000650909,0.000650909
46,1415.79,1.05711,0.69557,1.07378,0.68165,0.81012,0.79823,0.52523,1.12393,0.75829,1.10231,0.000633226,0.000633226,0.000633226
47,1438.01,1.07214,0.69586,1.08761,0.74637,0.75665,0.80906,0.5211,1.16761,0.77209,1.12281,0.000615542,0.000615542,0.000615542
48,1459.96,1.05934,0.68199,1.07521,0.77376,0.74566,0.82266,0.53931,1.13498,0.75098,1.11096,0.000597858,0.000597858,0.000597858
49,1482.09,1.05633,0.67141,1.07454,0.74847,0.74574,0.80466,0.52164,1.20885,0.75551,1.14235,0.000580174,0.000580174,0.000580174
50,1504.34,1.03865,0.66979,1.07061,0.69858,0.81614,0.80498,0.52701,1.12767,0.74911,1.09787,0.00056249,0.00056249,0.00056249
51,1527,1.02513,0.66521,1.06071,0.7189,0.77478,0.8064,0.53606,1.13371,0.74313,1.10146,0.000544806,0.000544806,0.000544806
52,1549.47,1.03248,0.67243,1.06762,0.74402,0.74006,0.80097,0.52705,1.12316,0.73041,1.10197,0.000527122,0.000527122,0.000527122
53,1572.07,1.03826,0.6631,1.0738,0.77313,0.72087,0.8093,0.53026,1.16668,0.74169,1.11832,0.000509438,0.000509438,0.000509438
54,1594.51,1.01719,0.64672,1.05653,0.75746,0.733,0.81353,0.53766,1.11823,0.76733,1.09381,0.000491755,0.000491755,0.000491755
55,1616.92,1.02575,0.66484,1.06275,0.73988,0.78053,0.81391,0.54327,1.10897,0.74454,1.08907,0.000474071,0.000474071,0.000474071
56,1638.98,1.01142,0.64411,1.05066,0.72363,0.77792,0.80562,0.53412,1.12832,0.72732,1.09794,0.000456387,0.000456387,0.000456387
57,1660.96,0.99942,0.64618,1.05208,0.72682,0.79537,0.78838,0.53747,1.09383,0.74552,1.07917,0.000438703,0.000438703,0.000438703
58,1683.07,0.99082,0.6328,1.05275,0.68287,0.82213,0.81139,0.54417,1.11913,0.73812,1.09106,0.000421019,0.000421019,0.000421019
59,1706.31,0.99956,0.64304,1.0486,0.77424,0.74918,0.81965,0.55377,1.10472,0.73029,1.09268,0.000403335,0.000403335,0.000403335
60,1729.95,0.99619,0.63499,1.05151,0.777,0.73887,0.82082,0.54481,1.13058,0.72448,1.093,0.000385651,0.000385651,0.000385651
61,1753.66,0.98109,0.6282,1.04101,0.80127,0.74899,0.82887,0.55482,1.11219,0.70864,1.0868,0.000367967,0.000367967,0.000367967
62,1777.92,0.97995,0.62333,1.04328,0.74273,0.76455,0.79539,0.53961,1.10905,0.71659,1.08507,0.000350284,0.000350284,0.000350284
63,1801.89,0.95839,0.61298,1.03017,0.74723,0.78588,0.78936,0.52658,1.12336,0.72377,1.08934,0.0003326,0.0003326,0.0003326
64,1825.78,0.96604,0.6085,1.03876,0.70165,0.80102,0.78883,0.5374,1.08849,0.73039,1.07324,0.000314916,0.000314916,0.000314916
65,1849.8,0.96722,0.6089,1.02893,0.72588,0.79051,0.80325,0.54489,1.09399,0.71245,1.07576,0.000297232,0.000297232,0.000297232
66,1873.84,0.97364,0.61314,1.03488,0.73375,0.79043,0.79911,0.53505,1.07517,0.72424,1.07232,0.000279548,0.000279548,0.000279548
67,1897.94,0.95049,0.59072,1.02699,0.74854,0.76951,0.8176,0.5515,1.10571,0.69796,1.08621,0.000261864,0.000261864,0.000261864
68,1921.77,0.9398,0.59294,1.03193,0.72508,0.79484,0.81605,0.55267,1.07898,0.71467,1.07404,0.00024418,0.00024418,0.00024418
69,1945.8,0.94799,0.59769,1.02053,0.73682,0.80071,0.79443,0.5415,1.09123,0.72174,1.08005,0.000226497,0.000226497,0.000226497
70,1970.16,0.94129,0.59194,1.02227,0.75102,0.79833,0.80473,0.54321,1.07966,0.7214,1.0759,0.000208813,0.000208813,0.000208813
71,1995,0.89653,0.5392,0.99468,0.74636,0.79645,0.81115,0.55226,1.0847,0.70576,1.07727,0.000191129,0.000191129,0.000191129
72,2018.63,0.88675,0.52983,1.00048,0.74984,0.78052,0.79309,0.54316,1.05767,0.6984,1.06176,0.000173445,0.000173445,0.000173445
73,2042.41,0.88516,0.5287,0.99903,0.74033,0.79759,0.79793,0.54496,1.08819,0.70698,1.07582,0.000155761,0.000155761,0.000155761
74,2065.97,0.86773,0.51799,0.99118,0.75623,0.77965,0.80355,0.54921,1.09799,0.71161,1.07959,0.000138077,0.000138077,0.000138077
75,2089.97,0.85504,0.50911,0.98626,0.69557,0.83912,0.79685,0.54589,1.10209,0.71959,1.08237,0.000120393,0.000120393,0.000120393
76,2114.14,0.85709,0.50866,0.98555,0.75225,0.78314,0.79634,0.54622,1.08932,0.71383,1.07694,0.000102709,0.000102709,0.000102709
77,2137.96,0.84334,0.49766,0.98584,0.7524,0.77753,0.80528,0.55423,1.08608,0.71698,1.07633,8.50255e-05,8.50255e-05,8.50255e-05
78,2161.89,0.84509,0.4985,0.98029,0.73211,0.81139,0.80327,0.55234,1.08347,0.71108,1.07432,6.73416e-05,6.73416e-05,6.73416e-05
79,2185.78,0.8399,0.49459,0.97888,0.71292,0.82368,0.79343,0.54957,1.07654,0.71324,1.06955,4.96578e-05,4.96578e-05,4.96578e-05
80,2209.28,0.83476,0.48961,0.97332,0.77035,0.7604,0.80652,0.55644,1.07813,0.7085,1.07112,3.19739e-05,3.19739e-05,3.19739e-05
